# NOTE: Do not hand edit this file! It is managed by Conversation Editor.
#       This is the conversation language file for English (United States).

# buddy_inventory_full
conversation_oeqkzs_text	Хотiла б я допомогти бiльше, але менi треба доглядати за моïми хлопцями.
conversation_1wlu3i_text	Думаю, деякi тут збираються в шахту повернутися.
conversation_y85nbk_text	Тодi пiшли {format highlight}грохнемо iншi машини{format reset}!
conversation_o9wzoz_text	Сподiваюся, ти скоро знайдеш свого друга i зупиниш його раз i назавжди.
conversation_g8unqh_text	Будь ласка, {format highlight}знищ iншi пристроï{format reset}. Не знаю, скiльки я ще зможу стримувати моïх хлопцiв.
conversation_hinklt_text	Вiдчувала поштовхи, коли ми зруйнували пристрiй?
conversation_7bjdrx_text	Так, моï тут переполох влаштували. Ïх трясiння просто бiсить.
conversation_ot1xb4_text	Я ïх ще не перерахувала. Сподiваюся, всi тут.
conversation_8vqdk5_text	Так, залишився ще один пристрiй, з ним теж треба розiбратися.
conversation_1t4jq7_text	Коли цi страшнi штуки зникнуть, нам всiм стане спокiйнiше.
conversation_5hrt2a_text	Будь ласка, {format highlight}знищ останню машину{format reset}. Поки вона цiла, ми всi в небезпецi!
conversation_2jw2v2_text	Ти не така, як iншi боти.
conversation_pf575r_text	Не думала, що зустрiну робота, який менi сподобаэться.

# used_teleporter
conversation_tb8lha_text	Гей! Я не давав дозволу на розблокування лiфтiв!
conversation_c3vudp_text	Щелепу прикрути! Лiфти - кращий спосiб перемiщатися по шахтi.
conversation_of6kl3_text	Червонокаменний штрек завалило через землетруси.
conversation_p4u169_text	Ти не доведеш, що це землетруси. Це що завгодно могло бути!
conversation_wr7t16_text	Ну, так чи iнакше, менi потрiбна вибухiвка, щоб його розчистити.
conversation_ljkhuj_text	Ти напевно {format highlight}знайдеш вибухiвку{format reset} бiля вибуховоï станцiï.
conversation_kf7hxd_text	Просто вiзьми трохи схiднiше, коли будеш спускатися наступного разу. Знайдеш без проблем.
conversation_fsgerc_text	Так чи iнакше, я хочу здобути вибухiвки, щоб його розчистити.
conversation_atnqc9_text	О, я дивлюся, хтось побував на вибуховiй станцiï. Тепер ти зможеш {format highlight}розчистити штрек{format reset}, крихiтко!

# hub_guard_hurt
conversation_7mti7b_text	{format nervous}АЙ!{format reset}

# hub_guard_woke
conversation_bg1gtj_text	{format nervous}...а?{format reset}

# welcome_to_the_hub
conversation_5yt2bx_text	Пiдкрiплення! Грохни обох, а то ïх бiльше стане!
conversation_0y97x7_text	Знову землетрус... I новий злiсний бот. Будь напоготовi, Шон!
conversation_swc23b_text	Ти говорити вмiэш?!
conversation_sa7wlq_text	А з чого б менi не говорити? Гей, роботе, а ти ранiше {format emph}намагалася{format reset} з кимось iз нас поговорити?
conversation_h9pnyw_text	Ти права. Вибач. Я сюди не битися прийшла, я шукаю зниклого друга.
conversation_mkx6nq_text	Це така коричнева черепашка, схожа на консервну банку?
conversation_jignph_text	Так! Ви його бачили! Що з ним сталося? Де вiн?
conversation_ryszmg_text	Хм... може, це нерозумно впускати сюди робота, але ти нiби правду кажеш.
conversation_2r5k9z_text	Я Розi. Заходь, {format highlight}поговоримо всерединi{format reset}. Розповiм, що знаю.

# floaty
conversation_ty7umo_text	Тс-с-с... Ти шумиш немов Розi.
conversation_35muig_text	Тс-с-с...
conversation_trxx9s_text	Тс-с-с... Ти ïх сполохаэш...
conversation_bcfgsy_text	Без образ, але по-моэму риба в цьому брудi не виживе.
conversation_ufdh71_text	Риба? Яка риба? Це черевики моï. Слизькi, тiкають весь час.
conversation_x3mdff_text	Клео хоче черевички, чер-чер-чер...
conversation_6wq728_text	Чер-чер! Пливiть Клео на нiжки, Клео хоче побiгати!
conversation_vrn5ho_text	По-моэму, черевики не плавають...
conversation_syk9tk_text	Нiчого-то ти не знаэш про черевики, ось що Клео думаэ.
conversation_ejlda7_text	Як вони, по-твоэму, опинилися тут у бузi?
conversation_9ssddv_text	Чого це, не плавають! Звiсно, плавають.
conversation_f5fe22_text	Ну що, припливли черевики?
conversation_uwbwbt_text	А! Набридли черевики. У Клео в горлi пересохло, Клео бiльше не хоче чекати.
conversation_7dil67_text	У Клео плани. Клео звiдси втече та бiльше не буде ловити черевики.
conversation_e7vvqa_text	Гаразд...
conversation_mkd1g9_text	Тупе вiдерце! Клео тобi зараз як напiддасть, щоб дурниць не говорила.
conversation_7c453w_text	Клео скоро пiде, тут буза закiнчуэться.
conversation_nny1i7_text	Клео питоньки хоче.
conversation_atofqv_text	Че-ер, чер-чер-чер!

# gran
conversation_dk7b1d_text	Моя здоровенна дуринда впустила робота? Вона ще тупiша, нiж здаэться!
conversation_0fdyik_text	Тобi що тут треба, бляшанко?
conversation_xx02dp_text	Розi запросила мене поговорити.
conversation_qvnh5f_text	Ну так, це на неï схоже, на мою дочку-мутанта. Здорова дiваха, а бляшанку розчавити не може
conversation_n9fykw_text	Гей, це не дуже чемно.
conversation_mypcv4_text	А що ще робити з шашками?
conversation_e6z5ja_text	Менi подобаэться це м'ясо.
conversation_3zke2l_text	Думаэш, скiльки шашок треба на робота?
conversation_a9cchj_text	Не хочу, щоб тут бляшанки шастали.
conversation_9svalt_text	Ïй треба було тебе грохнути, а не впускати.
conversation_3su3ui_text	У старi добрi часи шахти були нашi. А бляшанок безглуздих ми пiдривали.
conversation_oza28i_text	Це м'ясо все цiкавiше та цiкавiше!
conversation_yrhik2_text	Стережись, жестюха!
conversation_ihr9we_text	Дiстало човгати тут тапками.
conversation_agybew_text	Пора повилазити звiдси та попiдривати цi землетруси. I лiс цей теж.
conversation_nvv14n_text	Зараз от ковтну тiльки ще трохи бузи - i звалю.
conversation_ezltzc_text	А як щодо шашки разом склеïти? Сунути ïх куди треба - i нiяких землетрусiв бiльше!
conversation_2h242j_text	Вiдвали! Ще шашки на тебе витрачати!

# helpfulhelen
conversation_146h2g_text	Вжик-вжик-вжик!
conversation_w42y9y_text	Вiдiйди... Геть звiдси, банка консервна!
conversation_lbsxjr_text	Я не небезпечна. Я просто хотiла...
conversation_76kde3_text	Вжик-вжик-вжик!
conversation_nilvvh_text	Гаразд... Йду!
conversation_nrvcc5_text	Вжик-вжик-вжик!
conversation_na5ijp_text	Я добре рiжу роботiв, знаэш.
conversation_t4gyc9_text	Якраз на тому тижнi одного побила.
conversation_8z4duw_text	А на менi нi подряпини. Просто руку довелося вiдростити заново.
conversation_68xyfp_text	На щастя, не ту, якою я зазвичай рiжу.
conversation_4tb6xl_text	Вжик-вжик-вжик!
conversation_mfx4dl_text	Так, я кришила роботiв на аренi.
conversation_2z93th_text	Розi проти, щоб я ходила в шахту та рiзала всiх, хто попадеться.
conversation_2r5nu3_text	Правильно робить.
conversation_10fkd9_text	Але менi подобаэться рiзати!
conversation_sp7pdd_text	Вжик-вжик-вжик!
conversation_6iq52s_text	Люблю рiзати.
conversation_1su49z_text	Мрiю бiгати по шахтах i рiзати, бiгати та рiзати!
conversation_azc2px_text	Гаразд...
conversation_14e8qj_text	Так, рiзати рiвно й добре!
conversation_cu3ase_text	Вжик-вжик-вжик!
conversation_5wwgu9_text	Вжик-вжик-вжик!
conversation_rnl3im_text	Хочу в шахту - i всiх порiзати!
conversation_2kxxoa_text	Вжик-вжик-вжик!

# sign_shiver
conversation_iyd9iu_text	"""ОБЕРЕЖНО! Землетруси! За детальною iнформацiэю звернiться до мера Ель Макiно."""

# sign_miners_wanted
conversation_jn4gij_text	"""Потрiбнi шахтарi! Вирушайте далi на схiд до Ель Макiно - i вiдкопайте своэ щастя!"""

# fen_on_shiners
conversation_04wf3d_text	Нiколи ранiше не бачила розмовляючого бомжа. Зазвичай вони тiльки лютують та б'ються.
conversation_mlu9ml_text	Угу, а тут розмови. Нудьга!
conversation_mcuc1c_text	Треба {format highlight}поговорити з цiэю Розi{format reset}. Може, вона знаэ, де Растi.

# guarding_hub
conversation_z2w2u3_text	Ге-е-ей! Сссстiй, куди преш?
conversation_n2ebi3_text	Фу, прибий цю штуку!
conversation_kljpda_text	{format nervous}Клас! Знову землетрус!{format reset}

# dorothy_intro
conversation_t7sxdc_text	Куди ж ти {format emph}пропав{format reset}, Растi?

# fen_vectron_teleporter_intro
conversation_vmz2v5_text	Ось вiн. Вхiд у Вектрон.
conversation_iupd4b_text	Ну що, увiйдемо в цю штуку?
conversation_bbcmp1_text	Кажу тобi, я {format emph}туди{format reset} не пiду. Не хочу...
conversation_1rh2uj_text	Та й не можу насправдi. Тiльки не через {format emph}такий{format reset} портал.
conversation_pkxjfo_text	Але ми домовилися, що я вiдведу {format emph}тебе{format reset} туди...
conversation_emqhdd_text	Якщо э шанс, що Растi там, то я пiду.
conversation_1rkegt_text	Ну, тодi йди...

# fen_vectron_teleporter_ask
conversation_qrn9qn_text	Ти там будеш одна i без моэï мапи.
conversation_sfgslu_text	Вибиратися сама будеш.
conversation_j9uqnv_text	Ти точно хочеш?
conversation_69953l_text	Гаразд...
conversation_yjswup_text	Поïхали...
conversation_uwxfmo_text	Так, {format emph}я{format reset} не збираюся тобi руки викручувати.

# fen_vectron_teleporter_bye
conversation_91l718_text	Я виберуся звiдти та знайду тебе.
conversation_vmzz9y_text	...
conversation_u6n77q_text	Якщо там щось ворухнеться, тiкай звiдти. Тiкай щосили...
conversation_vctaoa_text	...

# exiting_vectron_firsttime_01
conversation_sp4sbx_text	Фен?

# exiting_vectron_firsttime_02
conversation_rj6ww8_text	ФЕН?!
conversation_ad0u27_text	Фен? Я... Я Фен.
conversation_1ajm6u_text	Доротi?

# run_away_with_rusty_1
conversation_wgoby1_text	РАСТI!

# rosie_boss_intro_01
conversation_r5a8b8_text	РАСТI?!

# enter_endgame_teleporter_1
conversation_pgjtz4_text	Давай, Фен! Треба поспiшати!
conversation_uzk2jn_text	То нам у мiсто {format nervous}повернутися{format reset}...
conversation_5rvneb_text	Але я можу вчасно витягнути {format emph}вас обох{format reset}.

# sign_thehub
conversation_32yflg_text	"""ЗАЧИНЕНО! ЙДIТЬ ДОДОМУ!"""

# fen_its_gonna_blow
conversation_ghi2wb_text	Гей, тут зовсiм {format nervous}божевiльня!{format reset}
conversation_8xsftw_text	Звалюэмо звiдси! {Format emph}Бiгом!{format reset}

# run_away_with_rusty_3
conversation_4v2csa_text	Ракета професора Шерман!
conversation_izxx5d_text	Потрiбно повертатися в мiсто!

# easteregg_ending
conversation_x1pswz_text	Давай же! {format emph}Швидше!{format reset}
conversation_bfup2f_text	Думати нiколи!
conversation_2ez9yy_text	Давай!
conversation_kuytvd_text	Годi в героя грати!

# fen_ending_goodbye
conversation_qsa1um_text	До зустрiчi, Доттi...

# rocketeer
conversation_hwmfh6_text	Шкода, що мер Йонкер не прислуховуэться до голосу розуму.
conversation_d0ozct_text	Ïхнэ життя на кону, а вони нiчого слухати не хочуть.
conversation_bdyzc2_text	У цих землетрусах э щось дуже дивне.
conversation_tjv7fp_text	Нiчого собi! Яка класна ракета.
conversation_t09utv_text	Ну, оскiльки мер зараз проявляэ вражаючу байдужiсть до науки, менi довелося придумати план на випадок НП.
conversation_f7plgb_text	Мiй сейсмограф показуэ, що з цими землетрусами щось явно не так, бачиш.
conversation_yhfxkq_text	Наша шахта вирита якраз по лiнiï тектонiчного порушення. Кiлька сильних поштовхiв - i мiсту кiнець!
conversation_k00t1f_text	Сподiваюся, я встигну пiдготувати корабель, доки не пiзно.
conversation_220si9_text	Новi землетруси треба ретельно вивчити. Це вкрай важливо.
conversation_yd21lh_text	Розумiэш, тут, у нас пiд ногами, з'эднуються двi тектонiчнi плити.
conversation_yhhdlm_text	Мiсто стоïть на горi, яка утворилася мiльйони рокiв тому в результатi ïх зiткнення.
conversation_jd18od_text	Ух ти...
conversation_ma515w_text	Менi не подобаються цi дивнi сейсморитми.
conversation_rh627j_text	Це не просто змiщення земноï кори.
conversation_8vxt9k_text	Якщо почнеться сильний землетрус, вiн зруйнуэ все мiсто. Або ще гiрше: всю планету!
conversation_nid8rc_text	{format emph}Нiчого собi!{format reset} Краще менi тодi придивитися, що внизу коïться.
conversation_gqcn63_text	Так тримати!
conversation_q2vvjy_text	Менi все ще не подобаються цi дивнi сейсморитми.
conversation_46mop5_text	Захисна стiна на днi шахти - це просто чудо технiки.
conversation_k6sl9a_text	У нас у Тамблтонi пiд мiстом теж була стiна.
conversation_wb49hd_text	Це та ж сама стiна. Довжиною в багато миль!
conversation_prdn7m_text	Це найнеймовiрнiше творiння рук одного бота у всесвiтi. Будь вона на поверхнi, ïï було б видно з космосу.
conversation_0b17qr_text	Стiльки цеглин - i все щоб не пустити бомжiв...
conversation_4s3zz6_text	Ну, бомжi, вони ж {format emph}homo devolvis{format reset}, досить винахiдливi в деяких областях.
conversation_29dn85_text	Ця ïх буза, яка допомагаэ вижити пiд землею, - вкрай цiкава речовина...
conversation_8na87z_text	Сильний мутаген, викликаэ стiйке звикання, але при цьому вкрай ефективне джерело енергiï.
conversation_auy7u5_text	Я колись намагалася використовувати ïï як пальне для ракети, але це занадто летуче з'эднання.
conversation_0144bl_text	Захисна стiна - це просто чудо свiту.
conversation_vfvf68_text	А ви чули про печернi рослини?
conversation_n56yib_text	Я взагалi-то не бiолог, але в такому середовищi, здаэться, можуть виживати гриби.
conversation_6u259t_text	Я знайшла печеру, вона аж до верху заросла.
conversation_4luy17_text	Цiкаво! Мабуть, вони добувають енергiю не фотосинтезом, а якось iнакше.
conversation_vq8bcq_text	Я знайшла бомжiв. Навiть говорила з ними! Вони побудували мiсто пiд стiною.
conversation_qbphbv_text	Вражаюче! Не чула, щоб сучаснi бомжi могли розмовляти.
conversation_d8arjf_text	Тi кiлька, яких я бачила, перемовлялися гортанними вигуками. Просто незбагненно!
conversation_m0q6cs_text	Я читала працi, якi стверджують, що колись вони були домiнуючою расою на планетi.
conversation_n96czx_text	У тому, що стосуэться homo devolvis, можна тiльки припускати...
conversation_9axbnb_text	Ïх практично неможливо вивчати, не завдаючи ïм шкоди... Або не пiддаючи небезпецi власне життя.
conversation_6qfwjp_text	Цi бомжi - вражаючi iстоти. За цими божевiльними очима ховаэться натяк на особистiсть.
conversation_wlfozb_text	Професоре, ось ви розумний робот. Як думаэте, чи можуть цi землетруси бути справою рук роботiв?
conversation_ylnbuf_text	Хочеш сказати, хтось ïх спецiально влаштовуэ?
conversation_x4pgec_text	Це може пояснити на диво вузький епiцентр сейсмiчноï активностi.
conversation_934xqz_text	Поштовхи йдуть якраз iз храму цiэï божевiльноï секти кiнця свiту.
conversation_72gm7a_text	Тобто, {format emph}це можливо{format reset}?
conversation_w0qkeb_text	Щоб перевiрити цю гiпотезу, тобi доведеться {format highlight}перейти Вiтрянi Рiвнини{format reset} i дослiдити схiдний храм.
conversation_7xmo4l_text	Твоя теорiя, що землетруси влаштовують штучно, просто приголомшлива.
conversation_p7mpft_text	Перевiр ïï {format highlight}по ту сторону Вiтряних Рiвнин{format reset}. Спустися по сходах у схiднiй частинi мiста.
conversation_9zagcy_text	Секта ховаэ якийсь пристрiй, здатний викликати землетруси.
conversation_d8olb4_text	Тодi наступний крок - знешкодити цей пристрiй. Це може зупинити землетруси.
conversation_vts8e3_text	{format emph}Так!{format reset} Знищити - це я люблю. До справи!
conversation_ly2vhz_text	Можливо, менi не доведеться добудовувати ракету.
conversation_ypryh5_text	Будувати космiчний корабель-розвiдник, знаэш, не найпростiша справа.
conversation_qq0n6k_text	Якщо ти {format highlight}вiдключиш генератор пiдземних поштовхiв{format reset}, я зможу вiдпочити.
conversation_hbhl5o_text	Як може бот побудувати машину для землетрусiв?
conversation_dpkudw_text	Для цього потрiбнi неймовiрнi знання i дуже розвиненi технологiï.
conversation_irqx6c_text	Технологiï майбутнього, якi перевершують все, що менi вiдомо...
conversation_gljg9h_text	Я переглядала старi данi, намагалася розшифрувати послiдовнiсть, але вона хаотична.
conversation_j3paiq_text	Характер коливань при землетрусi показуэ, що ми все ще в небезпецi.
conversation_w8nhom_text	Припиняти роботу над ракетою вочевидь рано.
conversation_ihi6uu_text	Я наразi не готова кидати ракету.
conversation_j6jtna_text	Моэму колезi вдалося дiстати зразок ïхнiх пiдземних джунглiв.
conversation_oepnn1_text	Дивний, правда? I дуже небезпечний.
conversation_kul85z_text	Так, кльовий!
conversation_b4ld5b_text	Так чи iнакше, вiн сказав, що виявив слiди впливу мутагену.
conversation_h8rkzh_text	Схоже, рослини беруть енергiю з мутагенноï {format emph}бузи{format reset}, яку так люблять бомжi.
conversation_bthpa5_text	Там {format emph}i справдi{format reset} проходить багато трубок.
conversation_wvpx34_text	Ймовiрно, це джерело зараження.
conversation_ll0rrj_text	Але цi джунглi - лише одна iз загадок у цiй низцi дивних подiй.
conversation_gcue08_text	Ми вимкнули усi сейсмогенератори.
conversation_rhj5jo_text	Моï прилади бiльше не метушаться i вказують в одну точку.
conversation_pgv6y7_text	Останнiй землетрус почався якраз бiля села бомжiв.
conversation_j878i8_text	Нам явно потрiбно вирушати туди, вниз, i {format highlight}поговорити з Розi.{format reset}
conversation_lv5xcl_text	Моя ракета готова нарештi. Залишилося кiлька приготувань - i я можу полетiти, якщо знадобиться.
conversation_9rxm14_text	Ще кiлька приготувань - i можемо летiти з планети в разi великого землетрусу.
conversation_tnyv5r_text	Як тiльки я закiнчу свiй корабель, полечу з цiэï планети.
conversation_7an1z5_text	Хто хоче, приэднуйтесь. Мiсця вистачить усiм.

# workbench_conversation
conversation_f5xes1_text	Ох!
conversation_vwbtbo_text	У мене э просто фантастичнi оновлення, як раз для тебе! Останнiй писк науки!
conversation_d17hfn_text	Ем... Вибач, що вiдволiкаю... знову.
conversation_2hj8xd_text	Але у мене з'явився новий товар! З ним можна дуже круто оновити твоï iнструменти.
conversation_dnpk79_text	Ну... Просто вирiшив попередити.
conversation_cq63md_text	Ну як...?
conversation_eb2wqf_text	{format nervous}А-а{format reset}, у сенсi... Як справи?
conversation_6hj11o_text	Е... У мене э новi деталi!
conversation_ozu5go_text	З ними можна добре оновити та полiпшити всi iнструменти... Тобто, ще кращими ïх зробити. Круто так?
conversation_rkault_text	Я дивлюся... Е... У тебе броня погнулася...
conversation_8lfpm2_text	У мене э шикарнi пластини, можна оновити ïï.
conversation_kpzosz_text	Щоб у тебе було бiльше шансiв.... Ну розумiэш.... вцiлiти.
conversation_vk0in8_text	Е... А що ти хочеш зробити?
conversation_xbec1d_text	Е... А що ти хочеш зробити?

# workbench_conversation_cog_intro
conversation_4nh80e_text	Е... Хороше спорядження.
conversation_zb6ryl_text	Тобто, ти, е... можеш його полiпшити, якщо шестерiнки э. Може, е... хочеш дiзнатися як?
conversation_k47xd0_text	Е, вибач... Не заважати, так?!
conversation_xsq7ao_text	Тобi справдi цiкаво?! Ну, г-гаразд! Гаразд!
conversation_9iwqjw_text	Гаразд, загалом... так. Вибач. Я буду тут, якщо що...

# workbench_conversation_cog_tutorial
conversation_e2sw99_text	Ти... це... Ти можеш {format highlight}полiпшити iнструменти{format reset} за допомогою шестерень {image cogs_small}.
conversation_qsonke_text	Ти, може, бачила такi навколо.
conversation_9chqoj_text	Скористайся верстатом, з його допомогою ти зможеш полiпшити своï iнструменти. Просто встав шестерiнки {image cogs_small} в комiрки.
conversation_0dnnax_text	О! Тiльки це... Не бiйся, можеш {format highlight}витягнути шестерiнки{format reset} {image cogs_small} в будь-який момент!
conversation_90zfu2_text	Чим бiльше покращуэш iнструменти, тим крутiше полiпшення.
conversation_a5snuc_text	Ось... Можу ще порозказувати, але ти, напевно, не хочеш...
conversation_b1szsc_text	Э ще такi полiпшення, для яких потрiбнi креслення.
conversation_f0xxtp_text	У Девi Бiттенборо, нашого, е... картографа, здаэться, э кiлька.
conversation_1q2dd2_text	Такi полiпшення зазвичай дуже класнi! Ну, тобто, менi подобаються...
conversation_i2a540_text	Так, i, якщо ти можеш дiставати шестерiнки {image cogs_small}, то можна поекспериментувати.
conversation_5p4bi7_text	Ну, змiнювати спорядження то так, то сяк. Тобто, якщо хочеш...
conversation_iq6h9b_text	Хм, круто, ти дослухала до кiнця! Зазвичай всi йдуть...
conversation_e4vdfi_text	Ну, е... Я буду тут, напевно.

# fen_wall_found
conversation_9lkkka_text	Знайоме мiсце. Може, сектанти притягли мене сюди по шляху нагору.
conversation_qsa4d1_text	Як думаэш, а {format nervous}руïни Вектрона{format reset} ще глибше?
conversation_3rahmd_text	Зовсiм глибоко. Ми наразi в освоэнiй частинi шахти.
conversation_xecqeg_text	А, ну гаразд. Просто запитую.
conversation_mx4ktk_text	Тепер треба якось пройти через цю дурну стiну.
conversation_cat8cu_text	О! {format singsong}Пора щось пiдiрвати!{format reset}
conversation_nq5gxh_text	Це не спрацюэ! Стiну будували пiсля бомжацьких воэн, щоб цi ненормальнi до нас не лазили.
conversation_gu7tji_text	Бомжi чудово розбираються у вибухiвцi, тож стiни витримують вибухи.

# fen_below_wall
conversation_mbv8tf_text	Слухай, {format nervous}ну i мiсце!{format reset}
conversation_cj1k6o_text	Схоже, я пiд першим шаром стiни - як мiнiмум.
conversation_5mo9pe_text	Сподiваюся, ця станцiя десь тут неподалiк.
conversation_vizvqs_text	А я сподiваюся, ми там знайдемо щось кльове i вибухонебезпечне.

# fen_on_yarrow
conversation_rswyd0_text	Слухай, {format emph}це{format reset} що за мiсце? Виглядаэ похмуро i небезпечно. Подивимося!
conversation_vqbkn5_text	Взагалi-то тут нiчого не повинно рости...
conversation_jk4t0s_text	Тут повно небезпек.
conversation_i4oq3o_text	{format laugh}Ура!{format laugh}
conversation_qaywwl_text	Треба запастися пальним для лампи, перш нiж туди лiзти.
conversation_sf4uwk_text	Нудна ти. Ходiмо!

# blueprint_vendor_01
conversation_1135rj_text	Чесне слово! Вiд цих землетрусiв стiльки проблем. Меру треба послати когось розiбратися з ними.
conversation_dq65oq_text	А що якщо цi скарби розiб'ються? Навiть подумати страшно!
conversation_3fn5w0_text	Схоже, тобi дуже подобаються дорогоцiннi каменi?
conversation_npebbg_text	Нi-нi! Я говорю про {format emph}справжнi{format reset} скарби. Дивовижнi та загадковi артефакти {image artifacts_small}.
conversation_a7uvtg_text	Вони прекраснi, i за кожним стоïть захоплююча iсторiя.
conversation_mjgdjr_text	Якщо знайдеш якийсь артефакт {image artifacts_small}, то покажи менi його, будь ласка, я буду дуже вдячний.
conversation_uwhgx6_text	Здаэться, я знайшла дещо цiкаве для тебе.
conversation_iqy08o_text	Гаразд, буду виглядати щось цiкаве.
conversation_rppjea_text	{format singsong}Чудово!{format reset} Я дам тобi {format highlight}креслення{format reset}, якщо ти принесеш ще не менше {var num_artifacts_threshold} {image artifacts_small}.
conversation_br857t_text	{format singsong}Ось це так!{format reset} Ущипнiть мене, невже я не сплю?!
conversation_iptdw9_text	Тобi вдалося знайти легендарний 43-й дорогоцiнний артефакт {image artifacts_small}.
conversation_lu65ll_text	Як я про це мрiяв. Поколiння моïх предкiв шукали цю рiч. Як же менi кортить побачити його.
conversation_wu0y6m_text	...
conversation_vyiiiz_text	Стривай...
conversation_ds3fs3_text	Це вiн?
conversation_kheln9_text	Я такий... такий...
conversation_axft9i_text	Розчарований.
conversation_66l4aw_text	Ну що ж, спасибi.
conversation_6ybt0n_text	Моэ життя втратило сенс.
conversation_rlfp8l_text	{format singsong}Чудово!{format reset} Ти вже знайшла артефакти, цiлих {var num_artifacts_current}! Дивовижнi артефакти {image artifacts_small}, чудово!
conversation_as6lw7_text	{format singsong}Чудово!{format reset} Ти знайшла артефакти, вже {var num_artifacts_current}! Дивовижнi артефакти {image artifacts_small}, чудово!
conversation_p7vtak_text	У знак подяки я дам тобi {format highlight}креслення{format reset} зi своïх запасiв.
conversation_dcphb9_text	Просто вiзьми його в майстерню i використовуй модифiкацiï. Воно послужить тобi чудову службу.
conversation_g8lzbu_text	Я дам тобi ще одне креслення, якщо ти покажеш менi не менше {var num_artifacts_threshold} артефактiв {image artifacts_small}.
conversation_pwaqqk_text	Хм, я дивлюся, у тебе наразi немаэ {format emph}жодного{format reset} цiкавого артефакту {image artifacts_small}.
conversation_tm2fum_text	Я дам тобi {format highlight}креслення{format reset}, якщо ти принесеш не менше {var num_artifacts_threshold} {image artifacts_small}.
conversation_31n97u_text	Як чудово, ти вже знайшла дещо! Цiлих {var num_artifacts_current}! Чудовi артефакти {image artifacts_small}.
conversation_xkdvzp_text	Я дам тобi {format highlight}креслення{format reset}, якщо ти принесеш не менше {var num_artifacts_threshold} {image artifacts_small}.
conversation_vj87ok_text	Чудово! Вже э знахiдки! Цiлих {var num_artifacts_current}, чудовi артефакти {image artifacts_small}.
conversation_c12v5z_text	Цi дорогоцiннi речi можуть ховатися де завгодно.
conversation_r70wn4_text	Але у тебе тепер э вiдмiнне нове обладнання.
conversation_ozgox8_text	Дивись на всi боки уважно, добре?
conversation_crg8xl_text	Я дам тобi ще одне креслення, якщо ти покажеш менi не менше {var num_artifacts_threshold} артефактiв {image artifacts_small}.
conversation_rkqt88_text	Ти гарно попрацювала. Думаю, ти знайшла всi артефакти шахти.
conversation_4ngqs0_text	Як вдало, а у мене якраз скiнчилися креслення!
conversation_75th6d_text	Коли я був молодим жвавим ботом як ти, то облазив усю шахту i склав чудовi мапи.
conversation_wvg349_text	Я нанiс на мапу всю захисну стiну задовго до того, як моï колiна почали скрипiти та заïдати.
conversation_90qcuc_text	Я почав з нижнiх ярусiв, але цi нерозумнi бомжi менi дуже заважали.
conversation_pffrd2_text	У цих створiнь немаэ нiякоï поваги до чужоï працi. Закладати вибухiвку пiд такий шедевр? Це просто абсурд!
conversation_fc5nyv_text	Стiна, звiсно, поглинаэ велику частину пошкоджень, але потроху вони пробивають ïï.
conversation_219b44_text	Ти бувала в храмi за Вiтряними рiвнинами?
conversation_0anv7h_text	Цi руïни слабо вивченi. Храм завжди був дуже пiдступний.
conversation_tv8uil_text	Мiй колега, Рональд Хаббот, був эдиним, хто {format emph}ризикнув{format reset} побувати там.
conversation_u57vpi_text	I що з ним трапилося?
conversation_g8rvft_text	О, у нього, схоже, було якесь страшне бачення про кiнець свiту.
conversation_02chim_text	Вiн влаштувався в храмi. Почав збирати навколо себе божевiльних ботiв.
conversation_i026up_text	Можу тiльки припускати, якi чудовi артефакти {image artifacts_small} ховаються в тих руïнах.
conversation_tvge9q_text	Знаэш, в глибинах шахти, мають бути, {format emph}гори{format reset} забутих артефактiв {image artifacts_small}.
conversation_iyk7r0_text	Просто уяви всi цi релiкти забутих цивiлiзацiй, якi чекають свого дослiдника.
conversation_hp4wcb_text	У який чудовий час ми живемо. Боти довгi роки не проникали так глибоко, як ти.
conversation_ekx3en_text	Але тобi варто вiдправитися ще глибше. Iсторiя протегуэ смiливим.
conversation_bb807w_text	Захiдна пустеля - суворий посушливий край, але все ж боти жили там столiттями.
conversation_6e53tq_text	Упевнений, серед каменiв i пiскiв там ховаэться безлiч цiкавого.
conversation_ja68cp_text	Я дуже високо цiную артефакти.
conversation_9w2c24_text	Знаэш, зазвичай потрiбнi {format emph}мiльярди рокiв{format reset}, щоб Земля змiнила геологiчну структуру.
conversation_aactqp_text	Цi новi землетруси здатнi змiнити рельэф за кiлька десяткiв рокiв.
conversation_fn5brp_text	Скоро ми розберемося iз землетрусами.
conversation_d0c0zs_text	А що якщо шахта повнiстю впаде? Моï мапи стануть марнi. Обурливо!
conversation_w56u9v_text	Знаэш, цей останнiй землетрус створив безлiч проблем.
conversation_mcnumi_text	Може, професор Шерман маэ рацiю... Можливо, нам усiм доведеться покинути цю планету.
conversation_mq34gi_text	Ми робимо все, щоб цього уникнути.
conversation_h0mzw3_text	Створення зоряних мап може виявитися надзвичайно цiкавим завданням, подумай про це.

# blueprint_vendor_02
conversation_uyr4r4_text	А, {format singsong}привiт, красунька!{format reset} Чудовий вид звiдси, правда? Пощастило нашому меру!
conversation_w3sayh_text	Тiльки даремно вiн професора не слухаэ. Цi землетруси самi по собi не закiнчаться!
